100011;К13;147;LR2;8
100011;К13;148;LR3;10
100028;К10;149;LR3;8
100010;К10;150;LR2;10
100002;К11;151;LR1;9
100002;К11;152;LR3;10
100018;К11;153;LR3;5
100028;К10;154;LR2;10
100025;К13;155;LR2;5
100019;К10;156;LR2;8
100020;К12;157;LR2;2
100019;К10;158;LR4;3
100004;К11;159;LR4;2
100004;К11;160;LR2;10
100015;К12;161;LR3;10
100014;К11;162;LR3;6
100002;К11;163;LR1;10
100007;К10;164;LR4;10
100014;К11;165;LR2;10
100019;К10;166;LR3;1
100022;К12;167;LR3;7
100006;К10;168;LR4;4
100008;К11;169;LR4;7
100004;К11;170;LR4;10
100005;К10;171;LR3;2
100026;К11;172;LR1;1
100006;К10;173;LR1;1
100008;К11;174;LR3;9
100010;К10;175;LR3;10
100022;К12;176;LR4;1
100023;К11;177;LR1;10
100014;К11;178;LR3;10
100021;К12;179;LR2;3
100022;К12;180;LR2;10
100002;К11;181;LR2;7
100019;К10;182;LR2;10
100005;К10;183;LR3;10
100001;К11;184;LR3;3
100030;К10;185;LR2;10
100016;К12;186;LR2;3
100013;К11;187;LR2;10
100020;К12;188;LR3;1
100024;К13;189;LR2;10
100012;К12;190;LR2;6
100026;К11;191;LR2;10
100026;К11;192;LR3;10
100004;К11;193;LR2;10
100018;К11;194;LR3;4
100005;К10;195;LR2;6
100009;К13;196;LR3;1
100003;К10;197;LR3;9
100007;К10;198;LR2;10
100012;К12;199;LR2;8
100009;К13;200;LR2;3
100019;К10;201;LR2;10
100007;К10;202;LR3;0
100012;К12;203;LR4;6
100012;К12;204;LR3;10
100013;К11;205;LR2;6
100019;К10;206;LR1;8
100017;К13;207;LR2;10
100019;К10;208;LR2;10
100003;К10;209;LR3;10
100005;К10;210;LR1;7
100010;К10;211;LR3;10
100022;К12;212;LR3;8
100011;К13;213;LR2;8
100022;К12;214;LR3;10
100006;К10;215;LR3;10
100005;К10;216;LR4;2
100020;К12;217;LR1;10
100022;К12;218;LR3;10
100023;К11;219;LR2;0
100013;К11;220;LR2;8
100010;К10;221;LR3;5
100009;К13;222;LR4;10
100007;К10;223;LR2;10
100001;К11;224;LR2;10
100014;К11;225;LR3;1
100019;К10;226;LR2;10
100013;К11;227;LR3;10
100002;К11;228;LR2;7
100020;К12;229;LR3;1
100014;К11;230;LR2;10
100007;К10;231;LR4;10
100017;К13;232;LR3;10
100005;К10;233;LR2;3
100028;К10;234;LR3;2
100014;К11;235;LR3;10
100013;К11;236;LR1;5
100027;К11;237;LR2;9
100030;К10;238;LR1;2
100019;К10;239;LR1;3
100020;К12;240;LR1;10
100006;К10;241;LR2;6
100004;К11;242;LR4;1
100014;К11;243;LR2;10
100024;К13;244;LR2;4
100014;К11;245;LR4;8
100019;К10;246;LR2;4
100007;К10;247;LR2;3
100004;К11;248;LR2;9
100017;К13;249;LR4;10
100006;К10;250;LR1;1
100011;К13;251;LR3;5
100004;К11;252;LR1;5
100005;К10;253;LR2;7
100012;К12;254;LR3;6
100006;К10;255;LR1;10
100011;К13;256;LR3;10
100007;К10;257;LR3;9
100018;К11;258;LR1;2
100015;К12;259;LR4;4
100016;К12;260;LR4;10
100004;К11;261;LR2;10
100012;К12;262;LR4;10
100006;К10;263;LR1;1
100010;К10;264;LR2;3
100027;К11;265;LR1;0
100004;К11;266;LR3;10
100023;К11;267;LR4;0
100021;К12;268;LR4;3
100012;К12;269;LR4;10
100009;К13;270;LR3;10
100004;К11;271;LR2;10
100002;К11;272;LR1;3
100028;К10;273;LR2;0
100023;К11;274;LR2;0
100026;К11;275;LR2;4
100004;К11;276;LR3;1
100012;К12;277;LR4;1
100005;К10;278;LR3;10
100014;К11;279;LR2;10
100029;К10;280;LR3;10
100017;К13;281;LR2;7
100029;К10;282;LR2;2
100001;К11;283;LR2;7
100018;К11;284;LR3;10
100026;К11;285;LR3;5
100020;К12;286;LR2;10
100027;К11;287;LR2;9
100007;К10;288;LR2;9
100006;К10;289;LR2;4
100018;К11;290;LR1;0
100010;К10;291;LR4;2
100029;К10;292;LR4;10
100029;К10;293;LR2;3
100024;К13;294;LR3;8
100029;К10;295;LR2;4
100009;К13;296;LR2;10
100011;К13;297;LR1;9
100028;К10;298;LR4;10
100018;К11;299;LR3;6
100008;К11;300;LR2;10
100012;К12;301;LR2;3
100029;К10;302;LR4;4
100012;К12;303;LR2;2
100002;К11;304;LR2;4
100007;К10;305;LR4;4
100019;К10;306;LR4;9
100026;К11;307;LR3;10
100028;К10;308;LR2;8
100005;К10;309;LR1;9
100006;К10;310;LR1;2
100007;К10;311;LR1;5
100011;К13;312;LR3;1
100015;К12;313;LR2;7
100022;К12;314;LR1;4
100027;К11;315;LR2;9
100018;К11;316;LR3;3
100010;К10;317;LR1;1
100011;К13;318;LR3;0
100010;К10;319;LR1;9
100028;К10;320;LR3;2
100026;К11;321;LR2;10
100021;К12;322;LR3;9
100003;К10;323;LR4;10
100014;К11;324;LR2;5
100016;К12;325;LR2;3
100017;К13;326;LR1;6
100003;К10;327;LR1;10
100015;К12;328;LR4;4
100019;К10;329;LR1;6
100026;К11;330;LR1;3
100017;К13;331;LR2;6
100029;К10;332;LR3;10
100015;К12;333;LR2;10
100009;К13;334;LR2;9
100025;К13;335;LR1;10
100023;К11;336;LR3;7
100005;К10;337;LR2;3
100010;К10;338;LR2;5
100029;К10;339;LR1;2
100026;К11;340;LR2;9
100024;К13;341;LR3;10
100025;К13;342;LR1;10
100011;К13;343;LR2;9
100016;К12;344;LR1;10
100007;К10;345;LR2;10
100023;К11;346;LR2;10
100004;К11;347;LR3;8
100020;К12;348;LR2;5
100010;К10;349;LR2;10
100006;К10;350;LR4;8
100017;К13;351;LR4;10
100011;К13;352;LR3;7
100023;К11;353;LR2;3
100013;К11;354;LR3;4
100001;К11;355;LR2;1
100014;К11;356;LR2;1
100020;К12;357;LR2;4
100024;К13;358;LR3;5
100007;К10;359;LR3;10
100025;К13;360;LR1;8
100027;К11;361;LR3;0
100006;К10;362;LR3;5
100028;К10;363;LR4;10
100005;К10;364;LR3;7
100028;К10;365;LR2;10
100017;К13;366;LR5;4
