var;1;2;3;4;5;6;7;8;9;10
151;5 4 3 6 9 8;5 0 8 9;24;2;error;0;b;R ('6', '9');[10, 11, 12, 13, [2, 3]];['1', '2', '3']
152;error;12 8 9 0;4;-1;7 13 1;[2, 3, 4];1;R 246;error;['1', '0']
153;error;error;error;2;error;[1, 2, 3];0;R ['0'];['0', '1', '2', '3', 1, 2];[]
154;1 0 6 9 6 8;error;21;9;-1 -10 -10;[2, 3, 4];1;R (9, 7, 5, 3, 1);[10, 11, 12, 13, '1', '0'];['0', '1', '2', 2, 3, '3']
155;error;12 8 6 4;7;6;14 14;[1, 2, 3];error;R [];error;[14]
156;error;error;22;-1;error;[2, 3, 4];b;R [9];12 [10, 11, 13];[10, 11, 12, 13]
157;1 0 6 9 7 6;6 2 4 1;2;6;error;[1, 2, 3];3;R 876543210;[16, 10, 11, 12, 13];[4, 5, '1', '2', '3']
158;error;13 6 9 4;25;2;-7;[1, 2, 3];0;R ['0', '2', '4', '6', '8'];error;[10, 11, 12, 13]
159;2 0 4 6 7 9;4 2 3 4;34;5;4 6 9 9;6 4 2 0;a;R ();error;[15, 10, 11, 12, 13]
160;error;11 7 0 5;23;12;13 error;[2, 3, 4];error;R ();[10, 11, 12, 13, '1', '3'];['0', '1', [1, 0], '3']
