49; 9 7 0 10 8 6 5 1 3 4 2 ; 8 6 10 5 0 7 4 2 3 1 9 
50; 5 1 3 9 11 4 8 6 2 10 7 0 ; 3 4 8 11 6 9 1 7 0 10 2 5 
51; 8 6 2 9 0 4 1 11 10 7 3 5 ; 2 4 1 0 11 9 6 3 5 7 10 8 
52; 6 1 5 9 4 8 10 0 2 7 11 3 ; 5 8 10 4 0 9 1 11 3 7 2 6 
53; 1 10 9 0 8 3 2 7 5 4 11 6 ; 9 3 2 8 7 0 10 11 6 4 5 1 
54; 4 7 11 1 10 2 3 9 0 6 5 8 ; 11 2 3 10 9 1 7 5 8 6 0 4 
55; 10 9 6 7 2 4 8 11 5 3 1 0 ; 6 7 9 11 5 8 4 1 0 3 2 10 
56; 8 1 3 10 9 5 11 7 4 2 6 0 ; 3 10 1 7 4 11 5 6 0 2 9 8 
57; 0 10 11 4 5 2 8 6 9 3 1 7 ; 11 4 10 6 9 8 2 1 7 3 5 0 
58; 5 1 2 6 4 10 7 8 3 0 9 11 ; 2 6 1 8 3 7 10 9 11 0 4 5 
59; 8 6 3 4 5 10 9 1 7 0 11 2 ; 3 4 6 1 7 9 10 11 2 0 5 8 
60; 11 1 5 8 10 0 6 3 9 7 4 2 ; 5 10 0 8 1 7 4 9 3 2 6 11 
61; 9 0 4 11 5 1 3 10 6 7 8 2 ; 4 5 1 11 0 7 8 6 10 2 3 9 
62; 0 6 10 4 11 3 2 9 8 7 5 1 ; 10 11 3 4 6 7 5 8 9 1 2 0 
63; 7 9 8 11 0 3 4 6 2 1 10 5 ; 8 0 3 11 9 1 10 2 6 5 4 7 
64; 1 10 11 5 2 7 6 4 0 8 3 9 ; 11 2 7 5 10 8 3 0 4 9 6 1 
65; 4 5 7 8 0 10 2 3 9 11 6 1 ; 8 0 7 5 2 11 6 9 1 3 10 4 
66; 6 9 1 11 4 5 3 10 7 8 0 2 ; 11 4 1 9 3 8 0 7 2 10 5 6 
67; 1 9 2 10 8 11 0 4 5 6 7 3 ; 10 8 2 9 0 6 7 5 3 4 11 1 
68; 5 7 3 2 0 11 10 8 6 1 4 9 ; 2 0 3 7 10 1 4 6 9 8 11 5 
69; 8 1 6 2 5 10 3 11 0 9 7 4 ; 2 5 6 1 3 9 7 0 4 11 10 8 
70; 6 3 10 5 1 7 4 8 2 0 9 ; 5 7 4 1 10 8 3 0 9 2 6 
71; 8 5 9 10 7 3 1 4 2 0 6 ; 10 3 1 7 9 4 5 0 6 2 8 
72; 3 10 2 9 8 1 4 7 0 5 6 ; 9 1 4 8 2 7 10 5 6 0 3 
73; 8 9 6 10 2 3 1 0 7 4 5 ; 10 3 1 2 6 0 9 4 5 7 8 
74; 7 10 2 6 9 0 4 5 8 1 3 ; 6 0 4 9 2 5 10 1 3 8 7 
75; 10 9 6 0 3 4 2 11 7 8 5 1 ; 6 3 2 11 4 0 9 5 1 8 7 10 
76; 5 4 1 3 11 7 10 6 8 9 2 0 ; 1 11 10 6 7 3 4 2 0 9 8 5 
77; 3 1 8 9 6 11 7 5 10 4 2 0 ; 8 6 7 5 11 9 1 2 0 4 10 3 
78; 10 7 2 6 4 9 5 11 0 1 8 3 ; 2 4 5 11 9 6 7 8 3 1 0 10 
79; 10 8 11 5 3 0 4 9 7 2 6 1 ; 11 3 4 9 0 5 8 6 1 2 7 10 
80; 3 10 8 5 9 1 7 0 6 4 2 ; 9 1 5 8 7 10 4 2 6 0 3 
81; 1 6 5 0 10 8 4 3 9 2 7 ; 10 8 0 5 4 6 2 7 9 3 1 
82; 1 9 10 8 4 7 0 5 2 3 6 ; 4 7 8 10 0 9 3 6 2 5 1 
83; 8 2 7 10 6 1 4 5 0 9 3 ; 6 1 10 7 4 2 9 3 0 5 8 
84; 2 6 8 1 0 10 9 7 3 5 4 ; 0 10 1 8 9 6 5 4 3 7 2 
85; 1 8 2 9 6 10 11 0 3 7 4 5 ; 6 10 9 2 11 8 7 4 3 5 0 1 
86; 0 5 4 11 10 3 9 6 1 7 2 8 ; 10 3 11 4 9 5 7 2 1 8 6 0 
87; 4 11 3 6 9 5 7 10 1 2 0 8 ; 9 5 6 3 7 11 2 0 1 8 10 4 
88; 4 1 2 9 7 11 8 6 5 10 3 0 ; 7 11 9 2 8 1 10 3 5 0 6 4 
89; 2 6 3 10 7 5 11 1 0 4 8 9 ; 7 5 10 3 11 6 4 8 0 9 1 2 
90; 8 9 10 11 4 5 3 1 6 7 0 2 ; 4 5 11 10 1 6 3 9 0 2 7 8 
91; 10 1 6 5 8 3 4 11 2 9 0 7 ; 8 3 5 6 11 2 4 1 0 7 9 10 
92; 1 9 11 2 5 3 10 4 0 6 7 8 ; 5 3 2 11 4 0 10 9 7 8 6 1 
93; 8 4 9 1 5 0 7 6 10 2 3 11 ; 5 0 1 9 6 10 7 4 3 11 2 8 
94; 7 10 5 8 4 3 0 9 11 1 2 6 ; 4 3 8 5 9 11 0 10 2 6 1 7 
95; 10 9 7 6 5 8 3 11 2 1 0 4 ; 7 5 8 6 9 11 0 4 1 2 3 10 
96; 7 6 9 3 8 5 10 11 0 2 1 4 ; 9 8 5 3 6 11 1 4 2 0 10 7 
97; 8 0 7 3 11 10 4 2 9 1 5 6 ; 7 11 10 3 0 2 5 6 1 9 4 8 
98; 9 11 2 0 1 3 5 10 8 7 4 6 ; 2 1 3 0 11 10 4 6 7 8 5 9 
99; 8 2 5 4 3 9 0 10 11 6 1 7 ; 5 3 9 4 2 10 1 7 6 11 0 8 
100; 0 2 5 6 4 3 10 1 8 7 9 ; 6 4 5 2 8 7 1 10 9 3 0 
101; 8 5 0 4 10 2 1 3 9 7 6 ; 4 10 0 5 9 7 3 1 6 2 8 
102; 4 0 3 6 10 8 1 7 9 2 5 ; 6 10 3 0 9 2 7 1 5 8 4 
103; 2 6 1 10 7 9 4 8 0 5 3 ; 10 7 1 6 0 5 8 4 3 9 2 
104; 4 0 2 5 8 7 10 6 9 3 1 ; 5 8 2 0 9 3 6 10 1 7 4 
105; 10 1 9 3 4 5 7 2 6 8 0 ; 9 3 1 5 6 8 2 0 7 4 10 
106; 5 7 10 2 1 6 8 3 4 9 0 ; 10 2 7 6 4 9 3 0 8 1 5 
107; 9 0 3 7 6 2 5 4 1 10 8 ; 3 7 0 2 1 10 4 8 5 6 9 
108; 7 10 4 3 1 0 5 2 8 6 9 ; 4 3 10 0 8 6 2 9 5 1 7 
109; 4 1 2 3 6 10 9 8 7 5 0 ; 2 3 1 10 7 5 8 0 9 6 4 
110; 5 6 2 3 1 8 10 4 0 7 9 ; 2 3 6 10 4 8 7 9 0 1 5 
111; 9 3 10 6 1 4 5 2 0 8 7 ; 10 6 3 5 2 4 8 7 0 1 9 
112; 6 2 1 10 7 0 4 9 5 3 8 ; 1 10 2 4 9 0 3 8 5 7 6 
113; 8 10 5 9 3 1 4 0 2 7 6 ; 5 9 10 4 0 1 7 6 2 3 8 
114; 2 9 5 6 7 10 4 1 8 0 3 ; 5 6 9 4 1 10 0 3 8 7 2 
115; 8 1 0 10 3 5 4 2 6 9 7 ; 10 3 0 1 4 9 7 6 2 5 8 
116; 10 1 3 0 8 5 9 6 4 7 2 ; 0 8 3 1 9 7 2 4 6 5 10 
117; 8 0 10 6 2 4 1 7 9 3 5 ; 6 2 10 0 1 3 5 9 7 4 8 
118; 0 4 3 10 2 6 8 1 9 5 7 ; 10 2 3 4 8 5 7 9 1 6 0 
119; 6 10 0 1 2 7 8 3 9 5 4 ; 1 2 0 10 8 5 4 9 3 7 6 
120; 1 5 7 4 6 3 10 2 9 8 0 ; 7 3 10 6 4 5 8 0 9 2 1 
121; 6 7 4 0 1 10 9 5 3 8 2 ; 4 10 9 1 0 7 8 2 3 5 6 
122; 5 7 8 9 4 2 0 1 3 6 10 ; 8 2 0 4 9 7 6 10 3 1 5 
123; 6 5 2 8 7 4 0 1 3 10 9 ; 2 4 0 7 8 5 10 9 3 1 6 
124; 10 3 1 8 6 4 7 5 2 9 0 ; 1 4 7 6 8 3 9 0 2 5 10 
125; 10 9 1 4 0 2 3 7 8 6 11 5 ; 4 0 1 9 7 6 11 8 3 5 2 10 
126; 0 1 11 4 9 5 7 2 8 6 3 10 ; 4 9 11 1 2 6 3 8 7 10 5 0 
127; 11 8 6 9 0 3 7 5 10 2 4 1 ; 9 0 6 8 5 2 4 10 7 1 3 11 
128; 11 10 0 6 3 1 2 4 8 7 5 9 ; 6 3 0 10 4 7 5 8 2 9 1 11 
129; 1 0 8 11 2 7 5 6 9 4 10 3 ; 11 2 8 0 6 4 10 9 5 3 7 1 
130; 5 11 8 0 7 4 1 3 2 6 10 9 ; 0 7 8 4 11 2 10 9 6 3 1 5 
131; 3 9 0 5 2 1 4 10 7 6 8 11 ; 5 2 0 1 9 7 8 11 6 10 4 3 
132; 0 1 7 5 11 4 6 9 3 8 10 2 ; 5 11 7 4 1 3 10 2 8 9 6 0 
133; 1 5 0 9 6 11 7 8 3 4 10 2 ; 9 6 0 11 5 3 10 2 4 8 7 1 
134; 5 8 3 1 6 10 2 4 9 0 7 11 ; 1 6 3 10 8 9 7 11 0 4 2 5 
135; 3 6 9 0 1 10 8 7 4 5 2 ; 0 1 9 6 4 5 7 2 8 10 3 
136; 6 7 3 10 4 1 9 0 5 8 2 ; 10 4 3 7 5 8 0 2 9 1 6 
137; 4 1 8 10 2 9 6 7 3 5 0 ; 10 2 8 1 3 5 7 0 6 9 4 
138; 2 6 10 8 7 4 1 5 0 9 3 ; 8 7 10 6 0 9 5 3 1 4 2 
139; 8 1 4 7 6 2 9 10 3 0 5 ; 7 6 4 1 3 0 10 5 9 2 8 
140; 1 0 7 4 3 2 6 9 8 10 5 ; 7 4 0 2 9 10 5 8 6 3 1 
141; 8 4 9 3 5 7 2 10 1 0 6 ; 9 3 4 7 10 0 6 1 2 5 8 
142; 8 6 5 7 9 3 0 2 4 10 1 ; 5 7 6 3 2 10 1 4 0 9 8 
143; 9 10 5 4 8 0 2 3 1 6 7 ; 5 4 10 0 3 6 7 1 2 8 9 
144; 2 7 4 1 0 8 10 9 3 5 6 ; 4 1 7 8 9 5 6 3 10 0 2 
145; 0 5 6 7 3 1 9 2 4 11 8 10 ; 7 3 6 1 5 11 8 4 2 10 9 0 
146; 8 9 1 10 4 5 11 0 7 3 2 6 ; 10 4 1 5 9 3 2 7 0 6 11 8 
147; 4 7 11 9 5 6 8 2 1 3 0 10 ; 9 5 11 6 7 3 0 1 2 10 8 4 
148; 9 11 8 0 4 2 6 5 7 10 1 3 ; 0 4 8 2 11 10 1 7 5 3 6 9 
149; 9 10 4 1 8 7 3 0 11 6 2 5 ; 1 8 4 7 10 6 2 11 0 5 3 9 
