Variant 37:2:CABBBB
Variant 37:3:41443
Variant 37:4:11
Variant 37:5:166
Variant 37:6:undefined behaviour
Variant 37:7:B~B=
Variant 37:8:14
Variant 38:1:-1
Variant 38:2:AABC
Variant 38:3:820
Variant 38:4:11
Variant 38:5:033
Variant 38:6:syntax
Variant 38:7:B~B=
Variant 38:8:-2
Variant 39:1:4
Variant 39:2:ABBBC
Variant 39:3:262238
Variant 39:4:11
Variant 39:5:00
Variant 39:6:undefined behaviour
Variant 39:7:=
Variant 39:8:9
Variant 40:1:1
Variant 40:2:BBAC
Variant 40:3:0779
Variant 40:4:64
Variant 40:5:23
Variant 40:6:syntax
Variant 40:7:BA~A~B=
Variant 40:8:2
Variant 41:1:-1
Variant 41:2:CAAAAB
Variant 41:3:3561
Variant 41:4:11
Variant 41:5:syntax
Variant 41:6:undefined behaviour
Variant 41:7:A~A=
Variant 41:8:-10
Variant 42:1:18
Variant 42:2:CBAAA
Variant 42:3:724
Variant 42:4:11
Variant 42:5:247
Variant 42:6:syntax
Variant 42:7:BBAC~C~A~B~B=
Variant 42:8:1
Variant 43:1:2
Variant 43:2:CABB
Variant 43:3:8661
Variant 43:4:11
Variant 43:5:73
Variant 43:6:syntax
Variant 43:7:A~A=
Variant 43:8:-9
Variant 44:1:-1
Variant 44:2:AAABC
Variant 44:3:470
Variant 44:4:30
Variant 44:5:261
Variant 44:6:=
Variant 44:7:BA~A~B=
Variant 44:8:8
Variant 45:1:19
Variant 45:2:BAAAAC
Variant 45:3:30334
Variant 45:4:11
Variant 45:5:576
Variant 45:6:undefined behaviour
Variant 45:7:=
Variant 45:8:-11
Variant 46:1:9
Variant 46:2:ABBBBC
Variant 46:3:179
Variant 46:4:3
Variant 46:5:34
Variant 46:6:undefined behaviour
Variant 46:7:B~B=
Variant 46:8:14
Variant 47:1:-3
Variant 47:2:BBAC
Variant 47:3:5069
Variant 47:4:41
Variant 47:5:377
Variant 47:6:undefined behaviour
Variant 47:7:BBAC~C~A~B~B=
Variant 47:8:2
Variant 48:1:8
Variant 48:2:CBBBA
Variant 48:3:414428
Variant 48:4:30
Variant 48:5:syntax
Variant 48:6:3=
Variant 48:7:B~B=
Variant 48:8:-8
Variant 49:1:8
Variant 49:2:CBBBBA
Variant 49:3:494403
Variant 49:4:64
Variant 49:5:52
Variant 49:6:1
Variant 49:7:BB~B~B=
Variant 49:8:-2
Variant 50:1:1
Variant 50:2:CBAAA
Variant 50:3:87881
Variant 50:4:46
Variant 50:5:733
Variant 50:6:=
Variant 50:7:BBAC~C~A~B~B=
Variant 50:8:0
Variant 51:1:-5
Variant 51:2:CABB
Variant 51:3:1209
Variant 51:4:64
Variant 51:5:05
Variant 51:6:syntax
Variant 51:7:BB~B~B=
Variant 51:8:3
Variant 52:1:-4
Variant 52:2:AAAABC
Variant 52:3:368
Variant 52:4:30
Variant 52:5:14
Variant 52:6:syntax
Variant 52:7:A~A=
Variant 52:8:4
Variant 53:1:16
Variant 53:2:BAAC
Variant 53:3:5779
Variant 53:4:64
Variant 53:5:200
Variant 53:6:undefined behaviour
Variant 53:7:BA~A~B=
Variant 53:8:-8
Variant 54:1:-1
Variant 54:2:ABBBC
Variant 54:3:610
Variant 54:4:11
Variant 54:5:syntax
Variant 54:6:syntax
Variant 54:7:=
Variant 54:8:-3
Variant 55:1:-1
Variant 55:2:CAAAAB
Variant 55:3:494413
Variant 55:4:30
Variant 55:5:syntax
Variant 55:6:undefined behaviour
Variant 55:7:B~B=
Variant 55:8:-3
Variant 56:1:8
Variant 56:2:BBAC
Variant 56:3:082
Variant 56:4:30
Variant 56:5:00
Variant 56:6:0
Variant 56:7:B~B=
Variant 56:8:5
Variant 57:1:-1
Variant 57:2:BBBAC
Variant 57:3:317
Variant 57:4:46
Variant 57:5:475
Variant 57:6:undefined behaviour
Variant 57:7:BB~B~B=
Variant 57:8:3
Variant 58:1:7
Variant 58:2:CAAB
Variant 58:3:6225
Variant 58:4:11
Variant 58:5:120
Variant 58:6:undefined behaviour
Variant 58:7:B~B=
Variant 58:8:-1
Variant 59:1:-1
Variant 59:2:CBAAAA
Variant 59:3:20224
Variant 59:4:3
Variant 59:5:633
Variant 59:6:=
Variant 59:7:BBAC~C~A~B~B=
Variant 59:8:0
Variant 60:1:11
Variant 60:2:AAABC
Variant 60:3:5736
Variant 60:4:11
Variant 60:5:150
Variant 60:6:undefined behaviour
Variant 60:7:B~B=
Variant 60:8:0
Variant 61:1:-1
Variant 61:2:CBBBA
Variant 61:3:81886
Variant 61:4:41
Variant 61:5:66
Variant 61:6:syntax
Variant 61:7:A~A=
Variant 61:8:-6
Variant 62:1:6
Variant 62:2:ABBC
Variant 62:3:974
Variant 62:4:64
Variant 62:5:35
Variant 62:6:undefined behaviour
Variant 62:7:=
Variant 62:8:7
Variant 63:1:-4
Variant 63:2:BAAAAC
Variant 63:3:2663
Variant 63:4:30
Variant 63:5:12
Variant 63:6:syntax
Variant 63:7:BA~A~B=
Variant 63:8:3
Variant 64:1:-3
Variant 64:2:CABBBB
Variant 64:3:585590
Variant 64:4:11
Variant 64:5:syntax
Variant 64:6:syntax
Variant 64:7:A~A=
Variant 64:8:-12
Variant 65:1:10
Variant 65:2:CABBB
Variant 65:3:5296
Variant 65:4:64
Variant 65:5:622
Variant 65:6:=
Variant 65:7:BB~B~B=
Variant 65:8:-1
Variant 66:1:-1
Variant 66:2:AABC
Variant 66:3:483
Variant 66:4:11
Variant 66:5:syntax
Variant 66:6:undefined behaviour
Variant 66:7:=
Variant 66:8:7
Variant 67:1:-2
Variant 67:2:CAAAB
Variant 67:3:923
Variant 67:4:46
Variant 67:5:622
Variant 67:6:syntax
Variant 67:7:B~B=
Variant 67:8:-7
Variant 68:1:15
Variant 68:2:BAAC
Variant 68:3:0864
Variant 68:4:30
Variant 68:5:144
Variant 68:6:syntax
Variant 68:7:B~B=
Variant 68:8:-7
Variant 69:1:7
Variant 69:2:CBBBBA
Variant 69:3:9770
Variant 69:4:11
Variant 69:5:130
Variant 69:6:undefined behaviour
Variant 69:7:BBAC~C~A~B~B=
Variant 69:8:1
Variant 70:1:-1
Variant 70:2:ABBBC
Variant 70:3:323354
Variant 70:4:11
Variant 70:5:246
Variant 70:6:undefined behaviour
Variant 70:7:BA~A~B=
Variant 70:8:5
Variant 71:1:10
Variant 71:2:BBBBAC
Variant 71:3:482
Variant 71:4:64
Variant 71:5:420
Variant 71:6:undefined behaviour
Variant 71:7:BA~A~B=
Variant 71:8:4
Variant 72:1:3
Variant 72:2:CBAA
Variant 72:3:53557
Variant 72:4:3
Variant 72:5:51
Variant 72:6:undefined behaviour
Variant 72:7:BBAC~C~A~B~B=
Variant 72:8:10
Variant 73:1:-1
Variant 73:2:CBAAAA
Variant 73:3:636619
Variant 73:4:64
Variant 73:5:35
Variant 73:6:syntax
Variant 73:7:B~B=
Variant 73:8:6
Variant 74:1:0
Variant 74:2:CABB
Variant 74:3:42448
Variant 74:4:64
Variant 74:5:724
Variant 74:6:syntax
Variant 74:7:B~B=
Variant 74:8:-2
Variant 75:1:2
Variant 75:2:BBBAC
Variant 75:3:9558
Variant 75:4:30
Variant 75:5:03
Variant 75:6:syntax
Variant 75:7:A~A=
Variant 75:8:-6
Variant 76:1:11
Variant 76:2:AABC
Variant 76:3:7043
Variant 76:4:41
Variant 76:5:657
Variant 76:6:=
Variant 76:7:=
Variant 76:8:2
Variant 77:1:5
Variant 77:2:CBBBBA
Variant 77:3:607
Variant 77:4:30
Variant 77:5:syntax
Variant 77:6:syntax
Variant 77:7:BB~B~B=
Variant 77:8:-7
Variant 78:1:-2
Variant 78:2:BAAAC
Variant 78:3:549
Variant 78:4:11
Variant 78:5:syntax
Variant 78:6:syntax
Variant 78:7:A~A=
Variant 78:8:5
Variant 79:1:3
Variant 79:2:CAAB
Variant 79:3:9331
Variant 79:4:11
Variant 79:5:22
Variant 79:6:undefined behaviour
Variant 79:7:BBAC~C~A~B~B=
Variant 79:8:-3
Variant 80:1:-1
Variant 80:2:ABBBC
Variant 80:3:787742
Variant 80:4:11
Variant 80:5:433
Variant 80:6:undefined behaviour
Variant 80:7:BA~A~B=
Variant 80:8:10
Variant 81:1:-8
Variant 81:2:BAAAAC
Variant 81:3:42446
Variant 81:4:64
Variant 81:5:46
Variant 81:6:=
Variant 81:7:B~B=
Variant 81:8:-9
Variant 82:1:10
Variant 82:2:AABC
Variant 82:3:130
Variant 82:4:11
Variant 82:5:077
Variant 82:6:undefined behaviour
Variant 82:7:B~B=
Variant 82:8:-2
Variant 83:1:-1
Variant 83:2:CABBBB
Variant 83:3:1934
Variant 83:4:11
Variant 83:5:511
Variant 83:6:syntax
Variant 83:7:=
Variant 83:8:6
Variant 84:1:8
Variant 84:2:ABBBC
Variant 84:3:782
Variant 84:4:46
Variant 84:5:734
Variant 84:6:undefined behaviour
Variant 84:7:BB~B~B=
Variant 84:8:-7
Variant 85:1:-4
Variant 85:2:BBAC
Variant 85:3:249
Variant 85:4:30
Variant 85:5:340
Variant 85:6:undefined behaviour
Variant 85:7:BA~A~B=
Variant 85:8:0
Variant 86:1:3
Variant 86:2:CBAAA
Variant 86:3:757783
Variant 86:4:30
Variant 86:5:57
Variant 86:6:undefined behaviour
Variant 86:7:B~B=
Variant 86:8:0
Variant 87:1:12
Variant 87:2:CBBBBA
Variant 87:3:65667
Variant 87:4:64
Variant 87:5:265
Variant 87:6:undefined behaviour
Variant 87:7:A~A=
Variant 87:8:-8
Variant 88:1:15
Variant 88:2:CAAB
Variant 88:3:9008
Variant 88:4:64
Variant 88:5:103
Variant 88:6:3=
Variant 88:7:BBAC~C~A~B~B=
Variant 88:8:-1
Variant 89:1:6
Variant 89:2:AAABC
Variant 89:3:9815
Variant 89:4:30
Variant 89:5:36
Variant 89:6:syntax
Variant 89:7:=
Variant 89:8:-10
Variant 90:1:-1
Variant 90:2:BAAAAC
Variant 90:3:723
Variant 90:4:41
Variant 90:5:syntax
Variant 90:6:undefined behaviour
Variant 90:7:BB~B~B=
Variant 90:8:4
Variant 91:1:12
Variant 91:2:CABB
Variant 91:3:405
Variant 91:4:3
Variant 91:5:77
Variant 91:6:syntax
Variant 91:7:B~B=
Variant 91:8:5
Variant 92:1:13
Variant 92:2:CBAAAA
Variant 92:3:279
Variant 92:4:11
Variant 92:5:311
Variant 92:6:undefined behaviour
Variant 92:7:=
Variant 92:8:-6
Variant 93:1:2
Variant 93:2:BBBAC
Variant 93:3:5660
Variant 93:4:3
Variant 93:5:syntax
Variant 93:6:undefined behaviour
Variant 93:7:A~A=
Variant 93:8:9
Variant 94:1:-1
Variant 94:2:ABBBBC
Variant 94:3:47442
Variant 94:4:64
Variant 94:5:566
Variant 94:6:undefined behaviour
Variant 94:7:BB~B~B=
Variant 94:8:8
Variant 95:1:14
Variant 95:2:CAAB
Variant 95:3:242265
Variant 95:4:41
Variant 95:5:31
Variant 95:6:=
Variant 95:7:BA~A~B=
Variant 95:8:9
Variant 96:1:6
Variant 96:2:CBBBA
Variant 96:3:9703
Variant 96:4:46
Variant 96:5:055
Variant 96:6:undefined behaviour
Variant 96:7:BBAC~C~A~B~B=
Variant 96:8:-3
Variant 97:1:4
Variant 97:2:CABBBB
Variant 97:3:6778
Variant 97:4:11
Variant 97:5:60
Variant 97:6:undefined behaviour
Variant 97:7:B~B=
Variant 97:8:9
Variant 98:1:1
Variant 98:2:AABC
Variant 98:3:04002
Variant 98:4:11
Variant 98:5:53
Variant 98:6:syntax
Variant 98:7:B~B=
Variant 98:8:-9
Variant 99:1:-1
Variant 99:2:BAAAC
Variant 99:3:847
Variant 99:4:11
Variant 99:5:syntax
Variant 99:6:syntax
Variant 99:7:B~B=
Variant 99:8:-4
Variant 100:1:11
Variant 100:2:CAAAAB
Variant 100:3:539
Variant 100:4:30
Variant 100:5:54
Variant 100:6:undefined behaviour
Variant 100:7:B~B=
Variant 100:8:12
Variant 101:1:-9
Variant 101:2:CBAA
Variant 101:3:424450
Variant 101:4:30
Variant 101:5:300
Variant 101:6:syntax
Variant 101:7:BBAC~C~A~B~B=
Variant 101:8:7
Variant 102:1:-2
Variant 102:2:CBBBA
Variant 102:3:9837
Variant 102:4:64
Variant 102:5:55
Variant 102:6:undefined behaviour
Variant 102:7:=
Variant 102:8:2
Variant 103:1:-2
Variant 103:2:ABBC
Variant 103:3:709
Variant 103:4:30
Variant 103:5:724
Variant 103:6:syntax
Variant 103:7:A~A=
Variant 103:8:2
Variant 104:1:15
Variant 104:2:BBBBAC
Variant 104:3:642
Variant 104:4:64
Variant 104:5:603
Variant 104:6:syntax
Variant 104:7:BB~B~B=
Variant 104:8:-2
Variant 105:1:2
Variant 105:2:CAAAB
Variant 105:3:858836
Variant 105:4:64
Variant 105:5:syntax
Variant 105:6:undefined behaviour
Variant 105:7:BA~A~B=
Variant 105:8:1
Variant 106:1:-1
Variant 106:2:CABBB
Variant 106:3:01009
Variant 106:4:11
Variant 106:5:511
Variant 106:6:syntax
Variant 106:7:B~B=
Variant 106:8:-1
Variant 107:1:3
Variant 107:2:ABBC
Variant 107:3:6113
Variant 107:4:30
Variant 107:5:655
Variant 107:6:undefined behaviour
Variant 107:7:BA~A~B=
Variant 107:8:-5
Variant 108:1:1
Variant 108:2:AAAABC
Variant 108:3:0592
Variant 108:4:11
Variant 108:5:102
Variant 108:6:undefined behaviour
Variant 108:7:BB~B~B=
Variant 108:8:-5
Variant 109:1:4
Variant 109:2:CBAA
Variant 109:3:161142
Variant 109:4:11
Variant 109:5:55
Variant 109:6:undefined behaviour
Variant 109:7:B~B=
Variant 109:8:-2
Variant 110:1:6
Variant 110:2:BBBBAC
Variant 110:3:853
Variant 110:4:30
Variant 110:5:320
Variant 110:6:=
Variant 110:7:A~A=
Variant 110:8:2
Variant 111:1:6
Variant 111:2:BAAAC
Variant 111:3:3665
Variant 111:4:64
Variant 111:5:10
Variant 111:6:syntax
Variant 111:7:BBAC~C~A~B~B=
Variant 111:8:-10
Variant 112:1:-1
Variant 112:2:CBBA
Variant 112:3:781
Variant 112:4:64
Variant 112:5:25
Variant 112:6:undefined behaviour
Variant 112:7:=
Variant 112:8:8
Variant 113:1:2
Variant 113:2:CABBBB
Variant 113:3:05008
Variant 113:4:3
Variant 113:5:533
Variant 113:6:undefined behaviour
Variant 113:7:B~B=
Variant 113:8:5
Variant 114:1:13
Variant 114:2:CBAAA
Variant 114:3:7439
Variant 114:4:11
Variant 114:5:460
Variant 114:6:syntax
Variant 114:7:BBAC~C~A~B~B=
Variant 114:8:-10
Variant 115:1:8
Variant 115:2:BBBBAC
Variant 115:3:954
Variant 115:4:46
Variant 115:5:syntax
Variant 115:6:undefined behaviour
Variant 115:7:BA~A~B=
Variant 115:8:-8
